OBJECTID,LOC_ID,FAC_TYP,FAC_SVC,PUB_PKG,SPACE_NO,COMMENTS,RESERV,FEE,HRLY_RATE,DLY_MAX,TM_LMT,RATE_NOTES,MO_RATE,MO_RATE_NOTES,VAL,VAL_TM,VAL_NOTES,NGHT_WKND_RATE,NGHT_WKND_RATE_NOTES,EVENT_FEE,EVENT_NOTES,HTL_FREE,GUEST_RATE,LOT_CTRL,OWN,PKG_OP,CLV_ENF,USE_TYP,MTR_LOT_NUM,LAST_UPDATE,LAST_EDITOR,SHAPE_Length,SHAPE_Area,RV TAG,Report No,SIDE,TIME_LIMIT,DAYS,LOT,ZONE_TYPE,HOURS,LMT_DISPLAY,FLAG,Fiscal year,Location 1
176,,Parallel,,,9,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/13/2017 12:00:00 AM,JHillhouse,173.130367328574,,On Street parking,4,S,4HR,S-S,55,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"300 E. Carson
Las Vegas, Nevada
(36.168953, -115.143392)"
4,4,Surface,Main St. Book Store,N,9,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,250.524296512251,3881.92977320956,,,,,,,,,,,2017,"5 E Bonneville Ave
Las Vegas, Nevada
(36.165677, -115.149719)"
53,,Parallel,,,6,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,202.09833952018,,On Street parking,4,E,4HR,M-F,37,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2017,"400 S. 4th
Las Vegas, Nevada
(36.165867, -115.144328)"
296,300,Surface,Law Office,N,21,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,383.981063390446,6550.90466910176,,,,,,,,,,,2017,"605 S 6th St
Las Vegas, Nevada
(36.1627, -115.143497)"
60,,Parallel,,,9,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,05/11/2016 12:00:00 AM,JHillhouse,284.774459004127,,On Street parking,4,E,4HR,S-S,44,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"200 N. 1st
Las Vegas, Nevada
(36.173029, -115.144016)"
481,487,Surface,Law Office - Jimmerson Hansen Attourneys at Law,N,11,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,378.084844106811,6990.63631337138,,,,,,,,,,,2017,"421 S 6th St
Las Vegas, Nevada
(36.164551, -115.142273)"
382,388,Surface,Insurance,N,9,,Customers,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,263.32278061105,4136.93193492469,,,,,,,,,,,2017,"717 S 9th St
Las Vegas, Nevada
(36.1597, -115.141068)"
14,14,Surface,Law Office - Private Lawyers,N,16,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,469.687844208939,8708.82577128432,,,,,,,,,,,2017,"430 S 4th St
Las Vegas, Nevada
(36.165174, -115.144774)"
75,,Parallel,,,8,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,231.994467311417,,On Street parking,4,N,4HR,S-S,110,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"600 E. Carson
Las Vegas, Nevada
(36.16758, -115.140276)"
291,295,Surface,Law Office -  Collucci,N,6,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,262.490806590556,2475.15488746771,,,,,,,,,,,2017,"629 S 6th St
Las Vegas, Nevada
(36.161967, -115.143962)"
135,,Parallel,,,9,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,239.341897551226,,On Street parking,4,S,10HR,M-F,157,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"200 Garces
Las Vegas, Nevada
(36.163523, -115.148186)"
214,217,Surface,Law Office - Greenberg,N,20,Public Access but reserved for customers only.,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,409.863574491204,5018.1952926322,,,,,,,,,,,2017,"605 S 9th St
Las Vegas, Nevada
(36.161222, -115.140069)"
158,161,Surface,Apartments,N,76,,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,786.148556888541,27653.627415313,,,,,,,,,,,2017,"211 N 8th St
Las Vegas, Nevada
(36.169342, -115.136255)"
306,310,Surface,Law Office - Goldstein Law,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,185.490578888613,2146.68950576992,,,,,,,,,,,2017,"609 S 7th St
Las Vegas, Nevada
(36.162098, -115.142422)"
362,366,Surface,Apartments,N,5,,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,162.010676170888,1483.91968679455,,,,,,,,,,,2017,"906 E Carson Ave
Las Vegas, Nevada
(36.165949, -115.136479)"
105,107,Surface,Law Office,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,166.298802038382,1393.44765250629,,,,,,,,,,,2017,"510 S 9th St
Las Vegas, Nevada
(36.162057, -115.139522)"
517,523,Surface,California Club Valet,N,80,,Valet,N,,,,,,,,,,,,,,,,,,In House,N,Gaming,,,,881.989578640665,42230.9463771662,,,,,,,,,,,2017,"224 N 1st St
Las Vegas, Nevada
(36.173335, -115.143805)"
18,18,Surface,Apartments,N,5,,Tenants,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,148.238723124773,1126.8200965415,,,,,,,,,,,2017,"210 S 10th St
Las Vegas, Nevada
(36.165105, -115.136038)"
388,394,Surface,,N,42,,Valet & Guests,N,,,3,,,,N/A,,,,,,,N/A,,,,N/A,NO,Gaming,,,,876.466427805135,15361.7516719168,,,,,,,,,,,2017,"206 N 3rd St
Las Vegas, Nevada
(36.171691, -115.141938)"
476,482,Surface,Law Office - Deaner Law Building,N,17,,Clients,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,379.29733079306,6982.36471040714,,,,,,,,,,,2017,"720 S 4th St
Las Vegas, Nevada
(36.161924, -115.146915)"
164,,Parallel,,,12,,,,$1.00 per Hour,,,,,,,,,,,,,,,,,,,,,07/14/2015 12:00:00 AM,JHillhouse,239.463331061004,,On Street parking,4,S,10HR,M-F,199,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"500 Bridger Ave
Las Vegas, Nevada
(36.16688, -115.142138)"
281,285,Surface,Classic V Dubs,N,25, ,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,343.851370678553,6211.95982364026,,,,,,,,,,,2017,"1322 S Main St
Las Vegas, Nevada
(36.155241, -115.153816)"
31,,Angle,,,23,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,352.530346723455,,On Street parking,4,E,4HR,S-S,101,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"100 S. 6th
Las Vegas, Nevada
(36.168446, -115.139713)"
409,415,Surface,Brett Wesley,N,6,,Customers,N,,,,,,,,,,,,,,N/A,,,,,NO,Retail,,,,227.856011961939,3313.01913806611,,,,,,,,,,,2017,"1108 S Casino Center Blvd
Las Vegas, Nevada
(36.158449, -115.152274)"
230,233,Surface,Law Office,N,13,,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,518.852070653912,7284.25278096593,,,,,,,,,,,2017,"808 S 7th St
Las Vegas, Nevada
(36.159747, -115.143949)"
378,384,Surface,Love it Custard/ Bells Market,N,22,,Customer,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,653.102061919162,26500.4169457712,,,,,,,,,,,2017,"505 E Oakey Blvd
Las Vegas, Nevada
(36.151211, -115.151176)"
134,136,Surface,Law Office - Daniel & Simon & Assoc. Attorneys at Law,N,35,Private,Clients & Employees,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,470.350427913285,9955.68621835829,,,,,,,,,,,2017,"812 S Casino Center Blvd
Las Vegas, Nevada
(36.162013, -115.14985)"
302,306,Surface,Office,N,4,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,146.637084858575,1138.31836389813,,,,,,,,,,,2017,"620 S 7th St
Las Vegas, Nevada
(36.161619, -115.142737)"
441,447,Garage,Clark County,N,1468,,Employees,N,,,,,,,NA,,,,,,,NA,,,,Clark County,,Government,,,,1005.77758302329,60606.6546593311,,,,,,,,,,,2017,"300 S Casino Center Blvd
Las Vegas, Nevada
(36.16775, -115.146085)"
176,,Parallel,,,9,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/13/2017 12:00:00 AM,JHillhouse,173.130367328574,,On Street parking,4,S,4HR,S-S,55,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"300 E. Carson
Las Vegas, Nevada
(36.168953, -115.143392)"
84,84,Surface,Culinary Workers Lot/Super Pawn,N,219,Posted authorized parking only,Union Members,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Mixed Use,,,,2082.48337451484,84400.9553400152,,,,,,,,,,,2017,"1912 Weldon Pl
Las Vegas, Nevada
(36.148594, -115.152305)"
337,341,Surface,Small Shop Owners,N,5,Unpaved - Approx 5 spaces,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,267.751217033227,4474.88930395467,,,,,,,,,,,2017,"1215 S Main St
Las Vegas, Nevada
(36.156579, -115.15371)"
418,424,Surface,Unknown,N,49,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,472.94449971355,13783.7304460435,,,,,,,,,,,2017,"310 Hoover Ave
Las Vegas, Nevada
(36.16079, -115.148732)"
165,168,Surface,Apartments - Horizon Studio,N,8,,Tenants,N,,,,,,,,,,,,,,N/A,,,,,NO,Residential,,,,335.27217384317,3892.20785463658,,,,,,,,,,,2017,"818 S 4th St
Las Vegas, Nevada
(36.160947, -115.147545)"
59,,Parallel,,,6,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,05/02/2017 12:00:00 AM,JHillhouse,137.05449409974,,On Street parking,4,W,4HR,S-S,42,Premium,8am-6pm,"4HR, S-S 8am-6pm",Existing,2016,"200 N. Casino Center Blvd
Las Vegas, Nevada
(36.172383, -115.142974)"
175,178,Surface,819 6th St Business,N,6,Posted business parking only for 819 Parking in rear,,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,197.725021257063,2294.30328635296,,,,,,,,,,,2017,"819 S 6th St
Las Vegas, Nevada
(36.160022, -115.145236)"
47,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,106.780936722016,,On Street parking,4,E,10HR,M-F,31,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"700 S. 4th
Las Vegas, Nevada
(36.162526, -115.146508)"
330,334,Surface,Union Plaza,N,62,"Approx 62, re-count after 9-1-11",Employees to include Golden Nugget,Y,5,5,,Flat Rate; Guests and Customers free,,,,,,,,,,Y,,,,,N,Gaming,,,,969.659508775228,32535.1725421054,,,,,,,,,,,2017,"1 S Main St
Las Vegas, Nevada
(36.171624, -115.146402)"
546,552,Surface,Gateway Motel residents,N,40,,,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Hotel,,,,698.465142434934,18278.8477102886,,,,,,,,,,,2017,"928 S Las Vegas Blvd
Las Vegas, Nevada
(36.159047, -115.147398)"
95,97,Garage,Various,Y,275,,Public & Private,Y,4,10,,"$2 per 1/2 hour, $10 lost ticket",55,"Varies - unreserved levels 5 and up $55, Reserved 2-4 $95, VIP 1st level $120",Y,,Validated Customers & Tenants,,,,,N,,,,Douglas Parking,N,Office,,08/05/2014 12:00:00 AM,DPozdol,721.976761337354,30736.8331169431,,,,,,,,,,,2017,"304 E Carson Ave
Las Vegas, Nevada
(36.168743, -115.142913)"
140,142,Surface,Whittlesea Cab Drivers,N,36,,Cabs Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,676.895525055695,27194.9586475703,,,,,,,,,,,2017,"814 S Commerce St
Las Vegas, Nevada
(36.163016, -115.152256)"
138,140,Surface,TNT Lawn Equipment Warehouse,N,6,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,376.337240282433,8142.20850037228,,,,,,,,,,,2017,"708 S Main St
Las Vegas, Nevada
(36.164365, -115.151146)"
400,406,Surface,Law Office -  of David Phillips,N,3,Unpaved Parking Spaces,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,98.5811391855804,596.285374649953,,,,,,,,,,,2017,"311 Garces Ave
Las Vegas, Nevada
(36.16289, -115.146724)"
492,498,Garage,Office- 823 Business Suites,N,150,Unable to access garage,"Customers, Employees & Residents",N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,471.18554819242,13602.477669388,,,,,,,,,,,2017,"823 S Las Vegas Blvd
Las Vegas, Nevada
(36.160285, -115.146455)"
37,,Parallel,,,8,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,259.769069754063,,On Street parking,4,W,4HR,M-F,21,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2016,"300 S. 3rd
Las Vegas, Nevada
(36.167904, -115.144445)"
571,578,Surface,World Market Center,N,421,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,World Market Center,,,,2187.86705653981,283587.893771861,,,,,,,,,,,2017,"213 S Grand Central Pkwy
Las Vegas, Nevada
(36.17157, -115.152361)"
434,440,Surface,Las Vegas Academy High School,N,55,,Students & Teachers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Other,,,,592.025408854626,21908.2040102847,,,,,,,,,,,2017,"315 S 7th St
Las Vegas, Nevada
(36.165512, -115.140195)"
170,173,Surface,Studio 8 Ten,N,5,Public Access but reserved for customers only.,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,189.62510698794,2230.10234657472,,,,,,,,,,,2017,"810 S Las Vegas Blvd
Las Vegas, Nevada
(36.160662, -115.14634)"
154,157,Surface,Apartments -  East Village,N,5,,Residents,N,,,,,,,,,,,,,,N/A,,,,,NO,Residential,,,,247.726019324929,3830.84811340359,,,,,,,,,,,2017,"316 N 9th St
Las Vegas, Nevada
(36.170468, -115.134135)"
157,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/21/2015 12:00:00 AM,JHillhouse,197.013847549517,,On Street parking,4,W,10HR,M-F,169,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"200 S. 8th
Las Vegas, Nevada
(36.166321, -115.138159)"
71,,Parallel,,,7,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,212.42769625971,,On Street parking,4,N,4HR,S-S,53,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"1 E. Ogden
Las Vegas, Nevada
(36.172822, -115.145537)"
464,470,Surface,Apartments,N,29,,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,621.449323946512,11288.7761312745,,,,,,,,,,,2017,"214 S 8th St
Las Vegas, Nevada
(36.166023, -115.138351)"
39,,Parallel,,,12,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,230.142790036404,,On Street parking,4,W,4HR,M-F,23,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2017,"400 S. 3rd
Las Vegas, Nevada
(36.166333, -115.145478)"
19,,Angle,,,12,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,341.818207078143,,On Street parking,4,E,10HR,M-F,87,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"200 S. 7th
Las Vegas, Nevada
(36.167112, -115.139135)"
526,532,Garage,Newport Lofts,N,250,,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Residential,,,,576.145919052361,20975.5410429383,,,,,,,,,,,2017,"200 Hoover Ave
Las Vegas, Nevada
(36.161205, -115.149751)"
397,403,Surface,Shopping Center,N,29,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,478.876321157652,13332.9064368429,,,,,,,,,,,2017,"1141 S Las Vegas Blvd
Las Vegas, Nevada
(36.157513, -115.148238)"
329,333,Surface,Desert Gold Food,N,53,,Customers,N,,,,,,,N/A,,,,,5,30 spaces for First Friday,N/A,,,,,NO,Retail,,,,1122.51498752669,19065.9169714545,,,,,,,,,,,2017,"1300 S Commerce St
Las Vegas, Nevada
(36.155805, -115.155127)"
503,509,Garage,Red Garage - Fremont St. Experience,Y,1212,"Lost ticket $12.00, Jury duty parking",,Y,2,12,,Early Bird in 6am-9am out by 6pm is $3.00,35,,Y,3,Public,,,2,No special event fee - regular rates apply.,N,,,,N/A,N,Mixed Use,,08/05/2014 12:00:00 AM,DPozdol,1400.84490927265,120093.464691758,,,,,,,,,,,2017,"425 Fremont St
Las Vegas, Nevada
(36.169625, -115.141526)"
331,335,Surface,Elite Upholstery,N,16,Unstriped - Approx 16 spaces,Customers & Employees,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,517.126363110719,7597.63010437423,,,,,,,,,,,2017,"1217 S Commerce St
Las Vegas, Nevada
(36.156724, -115.155035)"
150,,Parallel,,,8,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/21/2015 12:00:00 AM,JHillhouse,252.992374958034,,On Street parking,4,S,4HR,S-S,134,,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"500 E. Ogden
Las Vegas, Nevada
(36.170307, -115.139706)"
448,454,Garage,California Hotel,Y,407,,,Y,1,8,,after 4 hours,,,Y,4,Customers,,,,,Y,,,,In House,N,Gaming,,,,701.505300756776,30528.3157207233,,,,,,,,,,,2017,"12 E Ogden Ave
Las Vegas, Nevada
(36.17277, -115.14542)"
5,5,Surface,Parking Lot / Bookstore,N,17,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,386.370076658539,6910.02240613873,,,,,,,,,,,2017,"17 E Bonneville Ave
Las Vegas, Nevada
(36.165533, -115.149352)"
246,249,Surface,S2 Art,N,19,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,399.647191257951,8463.80928967441,,,,,,,,,,,2017,"1 E Charleston Blvd
Las Vegas, Nevada
(36.158898, -115.15321)"
482,488,Surface,Main Street Station Casino,Y,90,RV Parking,Customers & Overflow,N,,,,,,,N/A,,,,,,,,,,,N/A,NO,Gaming,,09/22/2014 12:00:00 AM,JHillhouse,652.208926829393,26016.7280642847,,,,,,,,,,,2017,"433 N Main St
Las Vegas, Nevada
(36.176232, -115.143337)"
595,602,Surface,Clark County,N,250,,Employees Only,N,,,,,,,NA,,,,,,,NA,,,,Clark County,,Government,,,,1883.21475538919,118250.425417623,,,,,,,,,,,2017,"500 S Grand Central Pkwy
Las Vegas, Nevada
(36.164948, -115.155618)"
582,589,Surface,Hotel,N,95,,Guests,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Hotel,,,,958.278252453083,52774.571854492,,,,,,,,,,,2017,"2233 S Las Vegas Blvd
Las Vegas, Nevada
(36.145104, -115.15633)"
41,,Parallel,,,10,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,342.44763492237,,On Street parking,4,W,4HR,M-F,25,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2017,"500 S. 3rd
Las Vegas, Nevada
(36.16557, -115.145999)"
129,131,Surface,Apartments,N,5,,Tenants,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,152.832304465786,1313.15060306486,,,,,,,,,,,2017,"200 Garces Ave
Las Vegas, Nevada
(36.163523, -115.148186)"
158,,Angle,,,20,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/21/2015 12:00:00 AM,JHillhouse,300.434107950564,,On Street parking,4,E,10HR,M-F,168,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"200 S. 8th
Las Vegas, Nevada
(36.166321, -115.138159)"
413,419,Surface,Law Office - Prokopius / Cravens Law - Employees,N,4,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,151.598219566039,926.641168027979,,,,,,,,,,,2017,"931 S 3rd St
Las Vegas, Nevada
(36.159936, -115.149645)"
40,40,Surface,Snicks Place / Tattoo,N,18,,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,594.135629852566,11171.367482096,,,,,,,,,,,2017,"1400 S 3rd St
Las Vegas, Nevada
(36.154426, -115.151354)"
236,239,Surface,U.S. Bank Customers,N,44,Public Access but reserved for customers only.,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,591.610885853719,20169.5313681259,,,,,,,,,,,2017,"801 E Charleston Blvd
Las Vegas, Nevada
(36.158854, -115.142269)"
622,629,Surface,Zappos,N,282,Badge Access,Employees,N,,,,,,,N/A,,,,,,,N/A,,Gated,Zappos,In House,NO,,,01/29/2015 12:00:00 AM,Jhillhouse,1403.97980314046,104639.204123098,,,,,,,,,,,2017,"321 N 6th St
Las Vegas, Nevada
(36.172124, -115.137422)"
78,78,Surface,2017-07-11T00:00:00,N,22,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Retail,,,,693.318371787535,17132.5212768374,,,,,,,,,,,2017,"1701 S Las Vegas Blvd
Las Vegas, Nevada
(36.151156, -115.152375)"
38,,Parallel,,,11,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,243.353780658307,,On Street parking,4,E,4HR,M-F,22,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2016,"300 S. 3rd
Las Vegas, Nevada
(36.167904, -115.144445)"
520,526,Garage,Union Plaza,Y,520,,,Y,5,5,,Flat Rate; Guests and Customers free,60,,Y,,"$5 refundable with casino validation, ACE, King and Queen players free",,,,,Y,,,,In House,N,Gaming,,08/05/2014 12:00:00 AM,DPozdol,1062.1630061693,69503.5169884801,,,,,,,,,,,2017,"200 S Main St
Las Vegas, Nevada
(36.170165, -115.147344)"
112,114,Surface,Law Office - Randal Leonard,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,176.35185206751,1603.18478814864,,,,,,,,,,,2017,"509 S 7th St
Las Vegas, Nevada
(36.163326, -115.141634)"
200,203,Surface,Office,N,14,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,214.872063159668,2337.23781244386,,,,,,,,,,,2017,"626 S 8th St
Las Vegas, Nevada
(36.161026, -115.141641)"
437,443,Garage,Phoenix Valet,Y,75,,Valet,Y,4.5,20,,"$10 first 2 hrs, the $4 per hour after.",162.5,,N,,,,,,,N,,,Private,Douglas Parking,NO,Office,,,,433.043725683896,10560.9578489442,,,,,,,,,,,2017,"330 S 3rd St
Las Vegas, Nevada
(36.166857, -115.145124)"
10,,Parallel,,,7,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,279.467653787775,,On Street parking,4,E,4HR,S-S,78,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"100 N. 8th
Las Vegas, Nevada
(36.167758, -115.137267)"
160,163,Surface,Vacant,N,19,Building is vacant & the parking next to & behind this building is Faciliteq's,Clients & Employees of Faciliteq,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,337.192576596637,3948.32505999036,,,,,,,,,,,2017,"820 S 1st St
Las Vegas, Nevada
(36.162099, -115.151153)"
79,79,Surface,Ted Wiens Auto,N,37,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,591.870898784328,19140.3580547621,,,,,,,,,,,2017,"1701 S Las Vegas Blvd
Las Vegas, Nevada
(36.151156, -115.152375)"
351,355,Surface,El Cortez valet lot,N,152,,Valet,Y,,,,,,,NA,,,,,,,,,,,In House,N,Gaming,,,,1076.65852945526,55009.1295726789,,,,,,,,,,,2017,"608 Stewart Ave
Las Vegas, Nevada
(36.171001, -115.137833)"
560,567,Garage,Anthony Keller Building,N,150,Locked - no entry,,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Government,,,,622.075828979787,23813.802222675,,,,,,,,,,,2017,"600 S Las Vegas Blvd
Las Vegas, Nevada
(36.163177, -115.144698)"
251,255,Surface,Apartments - Mona Lisa,N,9,,Residents,N,,,,,,,,,,,,,,N/A,,,,,NO,Residential,,,,243.88852054456,3721.9994735723,,,,,,,,,,,2017,"301 E Charleston Blvd
Las Vegas, Nevada
(36.158901, -115.149843)"
65,65,Surface,Law Office - Reg W. Marsh,N,6,,Clients,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,221.195125158242,3040.01915339324,,,,,,,,,,,2017,"731 S 7th St
Las Vegas, Nevada
(36.160315, -115.143582)"
255,259,Surface,The Box Office Customers,N,5,Unpaved & Unstriped,N/A,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,163.517670408716,1630.51364081923,,,,,,,,,,,2017,"1129 S Casino Center Blvd
Las Vegas, Nevada
(36.157559, -115.152342)"
303,307,Surface,Office,N,7,,Customer,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,156.35397409045,1436.34917106669,,,,,,,,,,,2017,"626 S 7th St
Las Vegas, Nevada
(36.161499, -115.142816)"
299,303,Surface,Parker / Scheer La Gomarsino,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,404.021589885989,2441.63368616341,,,,,,,,,,,2017,"610 S 7th St
Las Vegas, Nevada
(36.161983, -115.142498)"
143,,Parallel,,,16,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,347.642098938212,,On Street parking,4,E,10HR,M-F,164,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"600 S. 3rd
Las Vegas, Nevada
(36.164185, -115.146874)"
207,210,Surface,Law Office - 850 Bonneville,N,6,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,178.284004737061,1952.10739602709,,,,,,,,,,,2017,"850 E Bonneville Ave
Las Vegas, Nevada
(36.16161, -115.140256)"
314,318,Surface,Vacant Office Building,N,13,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,170.293027658053,1302.30200218236,,,,,,,,,,,2017,"1330 S 3rd St
Las Vegas, Nevada
(36.154859, -115.151319)"
139,141,Surface,Bail Bonds - Big O Bail Bonds,N,6,,Customers,N,,,,,,,,,,,,,,N/A,,,,,NO,Retail,,,,423.32822433347,6064.70675763497,,,,,,,,,,,2017,"710 S Main St
Las Vegas, Nevada
(36.164071, -115.151253)"
488,494,Surface,Law Office,N,5,Unstriped Lot/Parking in Rear,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,228.78275907169,3214.46163681291,,,,,,,,,,,2017,"808 S 6th St
Las Vegas, Nevada
(36.160146, -115.145156)"
60,60,Surface,Office (for rent),N,14,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,244.278415363371,3638.77301522309,,,,,,,,,,,2017,"700 S 9th St
Las Vegas, Nevada
(36.16009, -115.140806)"
